Phi,d50_um,sigma,SP_percent,phi_max,m1_Pa,Tau0_Pa
0.4598,14.412,1.7722,0.946,0.8662,0.6552,0.1809
0.4834,18.868,1.5923,0.659,0.7494,0.6316,0.3579
0.4599,14.982,1.5847,0.88,0.8289,0.7588,0.2414
0.4985,18.089,1.5481,0.922,0.8607,0.7089,0.2817
0.4674,17.033,1.7417,0.957,0.8765,0.7143,0.2033
0.4944,18.368,1.6729,0.879,0.8287,0.7697,0.3358
0.4615,14.598,1.6667,0.786,0.786,0.6997,0.2696
0.4785,14.8,1.8149,0.589,0.6892,0.8417,0.6352
0.4657,18.399,1.5799,0.534,0.6938,0.6021,0.3844
0.4869,15.051,1.7264,0.659,0.749,0.6121,0.3601
0.4929,14.333,1.8904,0.432,0.6396,0.634,0.8093
0.454,14.853,1.859,0.795,0.8028,0.8071,0.2698
0.5059,14.569,1.6381,0.648,0.7071,0.7543,0.6867
0.4678,16.879,1.7334,0.469,0.6441,0.7005,0.6316
0.5048,15.716,1.8408,0.808,0.7976,0.6624,0.3647
0.4751,14.169,1.7373,0.681,0.7454,0.7936,0.4223
0.4771,14.408,1.5241,0.833,0.8077,0.7829,0.3186
0.5083,16.088,1.5465,0.772,0.7896,0.6171,0.3648
0.4535,14.103,1.888,1.0,0.8852,0.777,0.1896
0.4548,14.56,1.6591,0.743,0.763,0.8456,0.3384
0.4916,16.5,1.7921,0.875,0.8378,0.8182,0.3352
0.5064,16.73,1.7188,0.57,0.6874,0.7967,0.8317
0.5037,14.844,1.8873,0.428,0.634,0.8267,1.2792
0.461,18.059,1.7876,0.572,0.7007,0.6211,0.3625
0.4858,17.182,1.8005,0.695,0.7399,0.6883,0.4196
0.4565,18.724,1.8118,0.732,0.7603,0.8379,0.345
0.5077,18.978,1.6011,1.026,0.8792,0.8009,0.321
0.5067,18.784,1.632,0.456,0.6462,0.6955,1.0035
0.4907,16.996,1.6905,0.778,0.8032,0.7107,0.3346
0.4603,14.791,1.7752,0.906,0.8288,0.7656,0.2444
0.5063,17.129,1.8174,0.39,0.6117,0.6937,1.3953
0.5074,15.044,1.6475,0.725,0.7561,0.7144,0.4964
0.5033,15.965,1.8847,0.701,0.7555,0.8238,0.5516
0.4641,16.411,1.7081,1.049,0.9212,0.7774,0.1846
0.4813,16.42,1.8913,0.355,0.5898,0.7693,1.3409
0.4973,14.959,1.5245,0.613,0.7058,0.6984,0.5841
0.4885,17.978,1.7335,0.373,0.6123,0.8264,1.2717
0.4554,15.264,1.707,0.508,0.6638,0.605,0.4129
0.4811,14.922,1.5259,0.455,0.6407,0.6606,0.7198
0.4898,18.878,1.6333,0.989,0.8626,0.7229,0.2641
0.453,15.122,1.5904,0.67,0.7493,0.8014,0.3357
0.4808,18.375,1.8696,0.857,0.8396,0.6634,0.2447
0.4855,17.898,1.601,1.092,0.9016,0.6117,0.1865
0.495,16.376,1.878,0.549,0.6846,0.8236,0.7701
0.4813,14.798,1.5821,0.479,0.6432,0.6804,0.7283
0.4957,18.79,1.6472,0.376,0.6146,0.6506,1.084
0.4878,17.387,1.6714,0.652,0.7381,0.7328,0.4604
0.4771,17.201,1.851,0.656,0.7368,0.6625,0.3759
0.5055,15.868,1.5857,0.434,0.6158,0.6833,1.2992
0.4597,15.774,1.6603,0.844,0.8354,0.7129,0.2207
0.4543,17.088,1.7578,0.492,0.6672,0.8104,0.5347
0.4654,16.072,1.7758,0.795,0.8103,0.7695,0.2775
0.499,18.433,1.6644,0.674,0.7497,0.7489,0.4949
0.4819,16.98,1.6735,0.566,0.6887,0.675,0.5302
0.4857,16.661,1.5413,0.904,0.8143,0.7647,0.3274
0.4863,16.842,1.6758,0.869,0.8165,0.8173,0.3487
0.4799,16.272,1.5837,1.049,0.9059,0.7346,0.2104
0.457,17.474,1.6766,0.939,0.8622,0.6288,0.1719
0.486,15.684,1.7278,0.956,0.8403,0.6993,0.2695
0.4914,14.38,1.7782,0.657,0.7161,0.7007,0.5167
0.4713,17.202,1.6038,0.81,0.8003,0.7369,0.293
0.4697,17.774,1.7595,0.89,0.8389,0.6832,0.2286
0.4716,15.015,1.6807,0.444,0.6389,0.7313,0.7172
0.4664,16.816,1.5023,0.5,0.6493,0.7995,0.6831
0.507,15.56,1.8639,0.826,0.7963,0.7508,0.425
0.467,18.337,1.5934,0.35,0.5808,0.8334,1.2844
0.4608,17.035,1.7259,0.893,0.8486,0.7698,0.2289
0.4588,18.198,1.7361,0.689,0.7603,0.7053,0.2972
0.4699,18.666,1.8224,0.466,0.6586,0.7304,0.6098
0.477,14.2,1.6329,0.835,0.8293,0.7986,0.2967
0.4504,15.687,1.831,0.653,0.7156,0.8047,0.3876
0.4737,14.21,1.6677,0.486,0.6405,0.8068,0.8028
0.4601,15.616,1.7176,0.696,0.7374,0.6088,0.2901
0.4979,18.621,1.8101,1.059,0.9118,0.6637,0.2171
0.5045,18.446,1.7315,0.919,0.8493,0.7635,0.3348
0.4579,17.671,1.6365,0.804,0.8106,0.6112,0.2052
0.4882,16.276,1.7671,0.799,0.7765,0.7763,0.4032
0.4644,14.675,1.6185,0.663,0.721,0.6801,0.3681
0.4626,17.34,1.5707,0.359,0.6157,0.6703,0.7034
0.4553,15.25,1.6668,0.87,0.8065,0.7966,0.2655
0.4642,18.795,1.7454,1.017,0.8615,0.6503,0.1901
0.4661,17.937,1.6817,0.626,0.7326,0.7666,0.3978
0.5052,18.725,1.7694,1.076,0.9158,0.7146,0.2451
0.4749,17.511,1.5687,0.672,0.7374,0.7741,0.4286
0.4927,15.312,1.5967,0.389,0.6243,0.7146,1.0394
0.4802,17.178,1.6215,1.021,0.9123,0.8018,0.2253
0.4968,16.837,1.8185,0.773,0.7689,0.7737,0.4535
0.4974,17.208,1.5838,0.749,0.7601,0.7639,0.4707
0.4662,16.318,1.6881,0.926,0.8672,0.6554,0.191
0.4814,15.521,1.6216,0.391,0.6294,0.6565,0.7858
0.4943,18.765,1.8462,0.925,0.8678,0.7024,0.2617
0.4808,18.312,1.8798,0.938,0.8473,0.7555,0.2705
0.4531,18.011,1.8147,0.435,0.6127,0.8499,0.8086
0.4553,14.156,1.6038,0.874,0.8181,0.7081,0.2251
0.4821,16.609,1.5297,0.856,0.8127,0.7827,0.3263
0.5,17.46,1.556,0.953,0.8783,0.6149,0.2313
0.4823,14.668,1.8742,1.035,0.8893,0.8074,0.2502
0.4713,17.695,1.6588,0.943,0.8556,0.632,0.2013
0.4565,17.095,1.5575,0.431,0.627,0.6247,0.5563
0.4864,16.769,1.8946,0.82,0.8075,0.7572,0.3361
0.4509,17.666,1.8982,0.543,0.677,0.7732,0.4629
0.4941,18.629,1.8637,0.715,0.7689,0.8387,0.479
0.4968,16.77,1.5698,0.643,0.7262,0.8278,0.6096
0.5019,18.343,1.8106,0.705,0.7712,0.6464,0.3933
0.4868,18.512,1.5266,1.005,0.8942,0.6301,0.1995
0.4823,17.532,1.6382,1.094,0.9397,0.6243,0.1629
0.468,16.0,1.523,0.706,0.7356,0.6887,0.3587
0.505,15.856,1.7404,0.673,0.7282,0.7455,0.5907
0.4947,14.993,1.8134,0.524,0.6668,0.6673,0.704
0.4524,14.115,1.5534,0.64,0.7175,0.6417,0.3125
0.4834,16.682,1.6749,0.542,0.6846,0.6291,0.5161
0.4534,14.273,1.8346,0.457,0.6237,0.7565,0.6633
0.4835,14.913,1.8002,0.839,0.7922,0.7616,0.352
0.4868,15.773,1.7203,1.054,0.9125,0.6192,0.1839
0.5068,15.964,1.5017,0.459,0.6294,0.8157,1.3757
0.4935,14.867,1.6519,0.434,0.6349,0.6703,0.8968
0.4678,18.882,1.8607,0.616,0.7282,0.8252,0.4455
0.4957,18.374,1.795,1.052,0.9268,0.6437,0.1963
0.5055,18.745,1.8109,0.762,0.7791,0.7004,0.4244
0.4971,16.706,1.742,0.799,0.7874,0.8395,0.4509
0.4655,16.741,1.5699,0.371,0.6079,0.7066,0.8232
0.4577,14.909,1.6383,0.464,0.6302,0.7602,0.6705
0.4827,15.552,1.7013,0.47,0.6542,0.6419,0.6433
0.4772,14.608,1.7224,0.735,0.773,0.6684,0.3176
0.4587,14.903,1.6626,0.45,0.6552,0.8011,0.6003
0.4731,16.769,1.7167,0.605,0.7081,0.6385,0.4065
0.4684,17.663,1.6618,0.615,0.7156,0.6835,0.397
0.5069,17.607,1.8765,0.925,0.8353,0.7477,0.3549
0.4601,15.237,1.7581,0.492,0.6551,0.6716,0.5119
0.4888,18.559,1.6757,0.446,0.6421,0.8456,1.0039
0.4745,17.396,1.7526,1.015,0.8624,0.8404,0.2683
0.4955,16.443,1.8082,0.368,0.5848,0.6809,1.5851
0.4754,16.254,1.5453,0.902,0.8588,0.8314,0.2714
0.4726,15.809,1.7097,0.626,0.7163,0.8022,0.4848
0.5064,14.077,1.8713,1.065,0.9314,0.6925,0.2272
0.4692,16.465,1.5328,1.029,0.8729,0.6446,0.1888
0.4598,17.284,1.6301,0.643,0.7434,0.6645,0.3064
0.4934,15.654,1.802,0.503,0.6551,0.7175,0.8134
0.4681,18.795,1.701,0.912,0.856,0.6506,0.2009
0.4642,16.438,1.7609,0.734,0.745,0.6961,0.3331
0.4988,16.635,1.6704,0.811,0.7878,0.756,0.4123
0.5008,16.242,1.7042,1.02,0.8654,0.8209,0.3268
0.4602,14.093,1.8555,0.452,0.644,0.6753,0.5564
0.4907,17.18,1.8653,0.621,0.7174,0.6025,0.4377
0.4848,15.368,1.6951,0.729,0.7446,0.756,0.4456
0.4812,17.305,1.6292,0.551,0.694,0.7381,0.5573
0.4536,17.743,1.8312,0.66,0.7324,0.709,0.3241
0.5007,15.128,1.5847,0.895,0.858,0.6389,0.2616
0.457,16.148,1.7217,0.797,0.7802,0.6199,0.2347
0.5075,18.582,1.7542,0.515,0.6822,0.8336,0.9141
0.462,15.897,1.8643,0.512,0.6568,0.6432,0.496
0.5062,14.635,1.5234,0.633,0.7256,0.6638,0.541
0.4662,17.664,1.7427,0.536,0.658,0.7147,0.5743
0.5066,17.001,1.8908,0.87,0.8446,0.7386,0.3365
0.4941,17.753,1.8227,0.953,0.8479,0.6444,0.2591
0.4902,17.514,1.5168,1.048,0.8958,0.8383,0.2718
0.4687,18.436,1.6889,0.594,0.711,0.7594,0.4537
0.4701,17.241,1.5073,0.924,0.8431,0.721,0.2383
0.4776,15.399,1.726,0.821,0.8042,0.7857,0.3259
0.4929,17.645,1.8447,0.696,0.7652,0.7736,0.4444
0.507,17.171,1.5284,0.8,0.8038,0.7266,0.397
0.5017,14.435,1.6634,0.957,0.8692,0.7377,0.2918
0.5086,17.909,1.8063,0.834,0.8281,0.6758,0.3361
0.46,14.158,1.8745,0.428,0.6337,0.7766,0.6874
0.4614,15.706,1.6777,0.379,0.6029,0.8006,0.9216
0.4869,15.326,1.7744,0.654,0.7078,0.6868,0.5071
0.5015,15.489,1.812,0.579,0.6818,0.6323,0.6485
0.5062,17.654,1.8925,0.389,0.6083,0.665,1.3896
0.4632,16.22,1.802,0.626,0.7097,0.8399,0.4771
0.5083,16.027,1.7065,0.483,0.6612,0.6101,0.7924
0.4877,15.177,1.5551,0.591,0.6896,0.6023,0.5017
0.4776,17.935,1.6262,0.939,0.8731,0.8388,0.2645
0.4847,16.178,1.5289,0.867,0.8021,0.8053,0.3602
0.4531,15.763,1.7891,0.989,0.8595,0.8186,0.2181
0.4543,17.762,1.8013,0.461,0.6262,0.8031,0.6998
0.4522,17.982,1.6727,0.37,0.6113,0.6795,0.6461
0.4939,14.419,1.6932,0.933,0.8694,0.6539,0.2414
0.4948,18.714,1.8141,0.705,0.7305,0.8394,0.5911
0.4769,14.709,1.5015,1.038,0.8949,0.6688,0.1938
0.469,15.934,1.5322,0.392,0.6164,0.6602,0.7491
0.4861,17.015,1.7316,0.691,0.7377,0.8368,0.5179
0.47,16.789,1.7923,0.852,0.8391,0.7655,0.2566
0.4975,15.446,1.8809,0.501,0.6724,0.8125,0.8506
0.491,16.131,1.6806,0.684,0.7311,0.8493,0.5727
0.4931,17.318,1.8747,0.573,0.6948,0.719,0.6154
0.5051,15.4,1.5424,0.961,0.8878,0.8201,0.311
0.4807,14.727,1.7023,0.712,0.7482,0.8098,0.4495
0.4719,17.441,1.5562,0.513,0.6854,0.7135,0.5122
0.4827,14.208,1.6993,0.525,0.6767,0.805,0.6894
0.5048,17.15,1.6362,0.744,0.7777,0.709,0.4297
0.4661,15.501,1.7124,1.034,0.8878,0.6114,0.1653
0.4783,15.07,1.5023,0.874,0.8212,0.6506,0.2529
0.4758,18.946,1.5219,0.565,0.6986,0.7134,0.4937
0.4694,18.505,1.8985,1.023,0.911,0.6813,0.1751
0.4892,18.639,1.8729,1.067,0.8824,0.662,0.2234
0.4806,15.88,1.8025,0.575,0.6785,0.6712,0.5547
0.4848,14.937,1.513,0.755,0.7514,0.6157,0.3501
0.4762,15.101,1.6128,0.74,0.7562,0.6038,0.3079
0.506,18.588,1.68,0.531,0.6859,0.7083,0.7436
0.4827,17.119,1.5756,0.749,0.7501,0.7746,0.4342
0.4991,16.779,1.7798,0.479,0.6627,0.7732,0.8869
0.5036,17.258,1.6474,0.522,0.6584,0.6078,0.7623
0.4864,14.025,1.5643,0.357,0.5828,0.7659,1.5691
0.4532,15.917,1.5673,0.888,0.8295,0.8123,0.2422
0.4739,15.343,1.615,0.548,0.6692,0.7208,0.5868
0.4946,18.03,1.6158,0.727,0.7404,0.7809,0.5195
0.4889,17.358,1.5017,0.613,0.7273,0.6335,0.4271
0.5053,18.09,1.6162,0.843,0.8076,0.7975,0.4215
0.4993,18.84,1.8012,0.766,0.7621,0.7169,0.4457
0.4568,16.601,1.8409,0.854,0.8166,0.7931,0.2573
0.4524,14.345,1.8983,0.421,0.6068,0.6382,0.6311
0.4657,16.228,1.8868,0.357,0.6023,0.7278,0.8927
0.452,14.195,1.7667,1.009,0.8705,0.7393,0.1874
0.4728,15.476,1.7934,0.73,0.764,0.6783,0.3221
0.5002,16.556,1.7417,0.762,0.7607,0.7801,0.4926
0.4916,16.486,1.7471,0.979,0.8938,0.7708,0.2546
0.4715,15.654,1.5254,0.437,0.646,0.7558,0.7028
0.456,16.775,1.7932,0.651,0.7396,0.651,0.2942
0.4585,15.094,1.5731,0.778,0.7676,0.6697,0.272
0.4865,18.106,1.5006,0.582,0.7096,0.8388,0.6098
0.5028,15.71,1.8697,0.36,0.6143,0.7223,1.3401
0.505,14.926,1.7168,0.453,0.6564,0.7115,0.9224
0.4957,17.117,1.741,0.794,0.7747,0.7667,0.4322
0.4984,15.14,1.6708,1.022,0.88,0.6275,0.2314
0.4601,16.512,1.7926,1.009,0.8872,0.6578,0.1691
0.4893,16.997,1.8749,0.952,0.8839,0.6866,0.2305
0.5072,14.204,1.626,0.738,0.7792,0.7368,0.4536
0.4869,17.49,1.7553,0.38,0.6035,0.7623,1.2508
0.4663,14.159,1.5304,0.564,0.6788,0.8139,0.5718
0.4937,18.877,1.7294,0.8,0.8031,0.7924,0.3838
0.4848,14.94,1.7499,1.028,0.8827,0.7676,0.249
0.4612,15.671,1.5429,0.609,0.7017,0.7173,0.417
0.4973,15.614,1.7182,0.54,0.6885,0.772,0.721
0.4659,17.804,1.5751,0.846,0.8278,0.7945,0.2681
0.507,18.281,1.547,1.098,0.9131,0.7498,0.2634
0.505,15.467,1.7102,0.655,0.7126,0.7787,0.6782
0.4999,17.371,1.892,1.094,0.9014,0.7729,0.2669
0.491,16.403,1.737,0.407,0.6322,0.7238,0.96
0.4845,18.273,1.6885,1.017,0.8957,0.7188,0.2219
0.4598,16.034,1.8049,1.07,0.9299,0.8159,0.1814
0.4872,16.215,1.7468,0.49,0.6369,0.6711,0.8133
0.4678,14.54,1.8728,0.736,0.7486,0.8444,0.4111
0.4808,17.998,1.7322,0.598,0.7183,0.7184,0.4678
0.4678,17.243,1.607,0.419,0.6281,0.7559,0.769
0.4746,15.859,1.5103,0.513,0.6845,0.6327,0.4711
0.4846,16.82,1.6434,0.618,0.7241,0.6628,0.435
0.4727,15.441,1.5641,0.698,0.7286,0.7522,0.4261
0.4862,16.878,1.5504,0.41,0.6271,0.8331,1.0834
0.4832,14.126,1.6419,0.778,0.7686,0.7856,0.4041
0.5073,17.237,1.8592,0.364,0.5891,0.6019,1.6324
0.4991,16.087,1.5888,0.996,0.8521,0.7277,0.3008
0.4981,18.131,1.5911,0.658,0.7177,0.7015,0.5501
0.505,17.539,1.5249,0.568,0.6886,0.8225,0.8382
0.4657,18.407,1.6664,0.4,0.5987,0.6612,0.8389
0.4832,17.003,1.7063,0.579,0.6905,0.7118,0.5611
0.4993,17.386,1.7731,0.616,0.7175,0.7343,0.5838
0.4933,14.804,1.8913,0.408,0.6051,0.7232,1.2842
0.4804,18.964,1.5526,1.006,0.8822,0.7756,0.2427
0.4978,16.735,1.535,0.905,0.8453,0.6389,0.2682
0.4802,15.385,1.8449,0.986,0.8488,0.7511,0.2657
0.476,16.566,1.8488,0.403,0.617,0.7755,0.9613
0.4891,18.032,1.6837,0.759,0.7537,0.7281,0.4271
0.4649,15.512,1.8435,0.588,0.7115,0.8189,0.4689
0.4664,15.048,1.6821,0.586,0.6819,0.6683,0.4617
0.4658,14.471,1.5687,0.377,0.6132,0.723,0.808
0.4916,14.908,1.8634,0.757,0.7616,0.6864,0.3968
0.5034,16.465,1.8387,0.889,0.8098,0.8053,0.4141
0.485,17.324,1.6677,1.013,0.8673,0.7495,0.2578
0.4643,16.851,1.8447,1.054,0.8859,0.6283,0.1684
0.4602,16.575,1.5683,0.52,0.6719,0.7059,0.4839
0.5082,16.074,1.6094,0.982,0.8896,0.7172,0.2774
0.5088,15.61,1.7314,0.72,0.7347,0.635,0.5041
0.4612,14.667,1.5322,0.952,0.8567,0.7207,0.2086
0.4898,14.967,1.5841,0.849,0.8033,0.715,0.3337
0.4544,17.963,1.8632,0.817,0.8225,0.6475,0.2007
0.4584,14.821,1.8258,0.946,0.8411,0.6409,0.1918
0.4963,14.813,1.8982,0.846,0.8078,0.8239,0.4001
0.5006,15.515,1.7553,0.726,0.7812,0.6243,0.3571
0.5043,16.605,1.695,0.676,0.7369,0.8319,0.6225
0.4837,14.389,1.7827,0.354,0.5809,0.8203,1.6456
0.4713,17.646,1.8499,0.711,0.7532,0.679,0.3348
0.4896,14.515,1.7876,0.819,0.7897,0.6945,0.3438
0.487,14.74,1.8939,0.38,0.601,0.7171,1.2092
0.5075,15.049,1.6968,0.991,0.8619,0.6819,0.2918
0.5002,15.402,1.5639,0.779,0.8063,0.6717,0.3406
