Phi(固含量),d50(中位径_um),sigma(几何标准差),Emix(混合功_J),Temp(温度_C),Tau0(屈服应力_Pa)
0.668,27.5451,1.5795,25355136.0053,50.2592,34.1699
0.6574,25.6083,1.4839,4364019.824,48.1442,54.8704
0.6602,21.9787,1.596,24158816.6179,50.7798,38.4038
0.6639,26.1514,1.5414,4283167.5157,47.2204,51.6278
0.6674,31.3416,1.4243,4388984.6475,49.8129,137.0569
0.66,20.9287,1.6137,24406382.4543,50.3105,38.9071
0.6582,20.8866,1.474,4567982.9775,49.6267,93.7906
0.6564,22.3551,1.4407,25512272.3408,50.0273,57.1872
0.6682,20.0257,1.671,24515961.9039,50.8936,46.0908
0.6643,22.7918,1.5042,4441943.9665,47.9339,89.0899
0.6556,28.1595,1.4092,24223970.258,50.158,40.7582
0.6661,28.7897,1.4276,4303387.8855,48.3641,128.5172
0.6696,27.092,1.5248,4387671.9798,47.8384,77.7306
0.6573,30.2929,1.4214,4463570.9118,48.0088,57.5245
0.6454,20.0516,1.4718,4452773.4898,48.7763,56.7476
0.6694,26.6966,1.5287,4439647.8305,47.8709,76.2701
0.6587,28.301,1.4089,23867097.0375,50.0084,46.4238
0.6617,22.3481,1.5104,4434475.3869,47.9611,76.5707
0.6674,29.8361,1.5151,24469907.3097,50.1916,38.0074
0.6535,25.1496,1.4247,4576835.4629,48.0186,65.1481
0.6704,26.5386,1.5338,4572064.6363,48.3622,80.7786
0.6651,25.6937,1.4936,25150325.5237,50.7481,51.0169
0.6703,31.874,1.509,4383181.0328,48.8098,69.694
0.6527,26.0241,1.4168,24443403.9452,50.0145,40.9446
0.6591,29.8436,1.4622,25584902.0064,50.1572,32.7671
0.6654,29.3919,1.4555,4243471.1264,48.0104,85.6884
0.6366,20.7535,1.4025,25630147.844,50.5071,39.357
0.6582,22.7925,1.4263,4619118.946,49.6236,107.8403
0.6692,22.6215,1.5517,24247010.5383,50.1884,61.0514
0.6443,22.7527,1.4013,24900105.1449,50.9224,42.6978
0.6549,20.3619,1.4519,25850963.6237,50.1862,62.1285
0.6561,29.5105,1.4696,26033421.8884,50.6168,29.093
0.6572,24.574,1.4311,4361616.7139,48.0018,81.5202
0.656,20.1526,1.4301,4368372.4821,47.9027,113.5747
0.65,20.4983,1.5251,4308114.5719,49.3492,51.4901
0.6565,24.6784,1.5246,24712849.5093,50.6915,34.8295
0.6481,20.11,1.5402,25055033.6948,50.9858,37.6944
0.6712,26.3733,1.546,4514123.1071,48.6243,79.4517
0.6564,27.0693,1.495,24175327.0036,50.4744,32.2941
0.6671,26.3195,1.4783,4416398.8502,47.7522,99.2775
0.6634,29.1184,1.5027,23949792.8599,50.2409,35.6499
0.6537,21.7132,1.5458,24353914.1357,50.3974,37.6784
0.6531,27.2202,1.406,4459959.4246,48.409,61.9001
0.6495,22.5984,1.4828,4335935.101,49.9928,51.4411
0.6647,20.8099,1.5715,25730547.1562,50.5235,54.192
0.667,27.3868,1.4531,4294150.7756,47.1684,114.7084
0.6574,23.8497,1.474,4355562.2204,47.6434,65.9853
0.6623,27.124,1.4683,4512939.7266,47.4546,70.2765
0.6487,25.9364,1.4552,24314942.9275,50.1083,30.9235
0.6627,26.2863,1.4328,4413426.7335,48.2798,104.322
0.6697,20.6793,1.5397,4445771.6136,48.0413,120.5836
0.6604,20.0063,1.5299,25056374.3366,50.3176,59.0847
0.6557,25.2401,1.4779,4471075.8314,49.221,54.775
0.6483,23.2791,1.4483,24094757.3506,50.9534,39.7151
0.6604,25.344,1.5186,24246828.7069,50.279,38.8003
0.6654,24.2377,1.481,24715185.3516,50.9275,62.2308
0.6547,23.8627,1.4779,23947054.3158,50.3923,41.9426
0.644,23.7673,1.4486,24729839.1103,50.7477,32.5916
0.6517,21.0346,1.4224,25753101.6555,50.6745,58.6208
0.6658,23.2107,1.5574,24580043.9937,50.4851,48.8981
0.6586,25.6804,1.4567,24412420.1779,50.8147,45.8803
0.6531,25.118,1.4371,4317575.7867,47.273,58.6838
0.6696,28.7747,1.5653,4484827.9384,48.5252,52.1384
0.6509,21.8192,1.4524,4422611.4722,49.5249,67.3417
0.646,26.1873,1.4306,24592777.4176,50.5713,30.5587
0.6692,23.2107,1.5574,4362800.3015,49.7436,84.8887
0.6513,20.8431,1.4136,25712511.3157,50.065,60.2098
0.6646,24.138,1.4746,23601387.1634,50.8531,63.3881
0.659,27.0055,1.488,4503469.8219,48.4956,52.4424
0.6528,24.4718,1.4031,24829689.4974,50.1087,48.812
0.6554,26.7192,1.4077,25938316.982,50.4591,44.0569
0.641,20.4182,1.459,25482123.6169,50.2774,38.2143
0.6676,21.7125,1.5304,24492572.3403,50.154,67.6604
0.6538,21.472,1.4215,23355471.5743,50.3834,63.307
0.6595,27.5408,1.5201,24787467.7706,50.084,31.2343
0.6445,21.3649,1.443,4635533.5249,48.4484,54.5223
0.6691,20.5187,1.6692,23868204.811,50.6863,45.6218
0.6649,29.7057,1.5069,4414430.0379,49.5054,55.404
0.653,26.2386,1.4238,24081087.4935,50.5531,40.3284
0.6578,23.9645,1.4897,25329382.4978,50.058,43.2731
0.665,30.8397,1.4926,4310159.8394,47.0557,54.3586
0.6622,28.6294,1.4115,4412750.3651,47.072,99.7846
0.6656,29.8992,1.456,4246454.6049,48.1262,84.8072
0.6694,22.2496,1.5491,25418483.1282,50.5581,63.5772
0.6555,23.1172,1.5247,4241588.4421,49.3948,50.8706
0.652,26.8015,1.424,4572039.6754,48.218,53.4861
0.6683,24.584,1.6117,25982386.6453,50.3191,37.6525
0.6391,23.1014,1.4014,24016177.8893,50.5803,35.1469
0.6718,28.5114,1.5395,4324638.7007,47.5392,73.5092
0.6697,23.2024,1.5474,4282727.8726,47.4715,89.219
0.6661,23.5383,1.4691,4360168.2281,49.2366,129.1922
0.6514,29.7159,1.4245,23627448.3793,50.9541,29.9533
0.6675,29.3286,1.486,25595459.7658,50.1197,44.289
0.6583,27.7443,1.4663,4536634.7966,48.1432,54.0446
0.6621,31.3216,1.4103,4360801.4427,48.1531,85.8957
0.6659,29.016,1.5097,26301309.4526,50.2873,37.3878
0.6508,27.7451,1.4042,4433303.2154,47.8311,52.2808
0.6695,29.725,1.5112,4582820.152,48.3994,72.2435
0.6621,29.232,1.5082,25082537.0146,50.5727,32.4334
0.6608,23.8698,1.5326,4171949.798,49.6682,58.8463
0.6657,25.2979,1.5599,24848677.3604,50.0355,40.0328
0.6606,29.5138,1.4366,4314612.7633,47.1679,66.7718
0.6633,21.278,1.5212,23095950.5069,50.784,63.018
0.6625,20.0473,1.5622,4188531.0936,48.2145,74.3386
0.6617,30.3718,1.4828,25973794.72,50.1311,32.0697
0.6676,23.5192,1.6266,25111471.3035,50.134,38.0076
0.6719,29.1999,1.4768,4544448.7065,49.4323,137.4079
0.6551,20.2438,1.4699,24301490.5508,50.5553,60.8539
0.6686,27.3973,1.5555,25416747.8815,50.2196,39.0514
0.6707,27.1282,1.5015,4359636.0466,49.35,107.9212
0.6631,28.1042,1.5104,23900978.401,50.5553,36.8791
0.6508,27.7908,1.4445,25270119.015,50.5884,30.1053
0.6696,29.22,1.5748,25162721.8295,50.5099,33.4228
0.6687,22.4809,1.6193,4361139.5332,48.3074,58.1499
0.6679,21.3293,1.5566,4445952.092,47.4168,88.2407
0.666,21.1168,1.5649,4457124.5606,47.5362,77.0206
0.6575,24.1785,1.4642,23853208.7106,50.987,48.6582
0.6669,28.5351,1.5186,24789938.635,50.617,40.141
0.674,27.8753,1.5342,4543933.4487,49.5243,100.4569
0.6375,21.3869,1.4127,23997676.0107,50.2805,37.3626
0.66,27.9269,1.4675,4308897.361,48.5429,59.5577
0.6627,22.9782,1.4487,4360561.6489,49.0503,122.0519
0.6644,22.3857,1.4977,4160528.9904,49.4686,101.7947
0.6579,20.949,1.4713,4551066.9461,48.5028,90.8225
0.6658,26.7744,1.5299,24644910.2786,50.7561,41.5589
0.6587,28.5581,1.4059,25057340.3537,50.2827,45.561
0.6618,24.9484,1.4465,24184020.1697,50.2239,58.0904
0.6643,29.3715,1.4483,24408708.6418,50.1724,46.518
0.6519,21.1696,1.4955,4167242.8894,49.1835,60.026
0.667,26.6952,1.5781,25209602.4149,50.8022,35.6236
0.6631,27.2471,1.4817,24556757.934,50.8353,44.1579
0.6445,26.1052,1.421,23859247.0776,50.395,30.4111
0.6656,25.5508,1.5054,4513703.3987,48.1035,76.5998
0.6572,24.6992,1.4977,25382059.373,50.6268,39.0593
0.6681,24.9859,1.5189,4398303.3783,49.4129,88.8919
0.6532,24.1721,1.439,4387918.5239,47.4975,63.2428
0.6581,28.1978,1.4297,4426514.301,49.8077,68.7562
0.6636,30.936,1.4687,24316707.843,50.6529,37.3186
0.6661,23.7225,1.582,4137687.1339,47.343,55.6788
0.6585,27.7359,1.5197,23859142.8012,50.5702,30.426
0.653,21.8094,1.467,4498730.3439,49.5005,68.5724
0.6588,26.4989,1.4281,4489446.1261,49.7377,82.5829
0.6571,21.9667,1.5031,4241853.4244,49.8314,68.4616
0.6348,20.7182,1.4271,24195591.2016,50.647,35.2553
0.6353,22.1248,1.4088,24469709.5002,50.2666,32.96
0.6651,31.1985,1.4666,4121129.3002,48.971,69.4167
0.6612,23.5657,1.572,23433267.3745,50.8777,38.2846
0.6537,21.9306,1.5168,24295958.2711,50.1994,40.9525
0.657,27.0108,1.4505,4398392.1895,49.8142,61.228
0.6566,24.3707,1.4452,4512678.3506,48.5029,73.5635
0.6442,23.6278,1.4247,23710833.4484,50.5122,36.4745
0.6629,30.6384,1.4857,4620295.328,49.7004,53.0253
0.6672,31.5421,1.4979,24617549.9083,50.6131,36.7098
0.6671,29.6442,1.5833,24402629.2571,50.8052,28.6794
0.6415,23.3191,1.4104,24690487.2354,50.0321,35.3011
0.6688,21.6109,1.6782,23571360.7351,50.3008,39.0409
0.6599,30.9779,1.4805,24427684.1257,50.1292,29.7044
0.6651,22.5464,1.4799,4433115.2144,47.018,112.5201
0.663,20.6478,1.5192,4297171.9503,49.9448,95.7437
0.6677,27.8364,1.4643,4554655.9492,49.7471,111.3752
0.651,22.4233,1.404,4371087.575,47.1057,79.8738
0.6693,21.4597,1.572,23883456.2638,50.0675,62.4292
0.6541,28.9768,1.4562,24855446.1308,50.0022,29.544
0.6541,21.6298,1.5232,4362262.3722,47.715,52.9529
0.6541,28.4015,1.4728,24066837.9926,50.7143,29.6797
0.6726,25.3549,1.6082,4448955.4579,47.4642,59.0071
0.663,21.8631,1.5314,4302466.566,48.6272,77.3218
0.6593,22.4491,1.418,4392040.3803,49.311,127.6835
0.6564,23.8698,1.5326,24047499.2615,50.9767,36.4535
0.6618,27.91,1.4808,4481667.2448,49.5965,61.7859
0.6485,21.8249,1.4603,26007362.9161,50.7858,42.277
0.6467,21.8302,1.4259,25424614.4616,50.4785,45.1785
0.6705,22.9234,1.524,4466289.68,47.9875,116.9302
0.6575,22.5624,1.4791,24431261.6099,50.5904,51.5655
0.6523,22.9649,1.4303,4317975.3952,48.3334,71.7625
0.6537,20.3753,1.5262,24022483.2532,50.4623,46.2274
0.6539,24.4427,1.4452,23605144.3503,50.8373,44.6798
0.6539,20.5653,1.4974,4376784.8168,48.9843,67.972
0.6584,29.3111,1.4572,4516769.4432,49.5225,53.566
0.6406,23.7577,1.4223,25354631.3615,50.7836,31.9641
0.6608,25.6797,1.4392,4530001.3516,47.4417,87.8896
0.6657,21.7527,1.4874,4519008.7258,49.0021,124.6038
0.6628,30.4457,1.4447,4682948.3614,48.7432,70.759
0.6688,31.9254,1.5083,24156535.1611,50.5438,37.1083
0.6657,20.542,1.6241,23202376.1919,50.3621,48.0705
0.6592,21.0275,1.5218,4674447.5454,48.3204,71.61
0.6536,26.439,1.4461,4467703.8439,48.3897,52.8371
0.6435,20.8585,1.4078,4302859.2437,49.9152,67.8262
0.6645,28.1579,1.4909,24550053.6014,50.473,41.9118
0.6496,24.4535,1.4806,25023378.8236,50.1197,32.4285
0.6613,24.6736,1.5859,25552840.6283,50.8777,32.4832
0.6537,25.6312,1.451,4287830.2393,48.2211,54.8606
0.6482,20.3675,1.4757,24958701.013,50.3889,45.6657
0.6734,23.216,1.6592,4157343.3915,47.1345,53.7858
0.6682,26.0016,1.4697,4409127.6908,47.4706,121.6404
0.6569,31.7593,1.4065,4146868.298,47.2926,56.4672
0.6657,24.381,1.4578,4292263.1138,47.5062,124.0867
0.6624,21.3293,1.5566,25231294.8032,50.6858,50.7218
0.6734,31.2783,1.5193,4428551.5881,47.5628,84.2562
0.6638,22.6536,1.5003,25558025.5965,50.2025,59.091
0.6477,21.1459,1.5157,25246243.8724,50.6088,36.3308
0.6727,23.1718,1.5226,4545314.369,48.4064,140.9474
0.6566,28.027,1.4666,25193160.7001,50.1522,33.2543
0.6709,28.9194,1.5237,4475160.9135,47.4824,75.4806
0.6542,26.3254,1.4393,4305875.3735,47.1219,55.6742
0.6678,27.9776,1.5615,24034641.1178,50.2198,36.0147
0.6694,28.2874,1.4832,4293915.4457,49.6293,106.2927
0.6696,21.9559,1.6415,4318962.5195,49.5927,57.9886
0.6618,28.306,1.4527,4326645.1235,47.6772,70.9615
0.6614,23.1858,1.4858,24420502.0999,50.3509,55.2486
0.6577,23.4165,1.4764,4480807.5104,47.0011,67.5552
0.6602,22.4321,1.6146,25350536.2004,50.7432,33.9075
0.6503,21.6423,1.4979,4349095.1183,48.8048,52.4529
0.6586,20.1447,1.5143,4287212.8647,48.5714,80.1099
0.6732,20.8438,1.695,4564714.041,49.7307,57.0943
0.6538,25.2338,1.4434,24879110.5323,50.3701,40.9113
0.6615,24.923,1.4874,4493630.2339,49.6708,73.1019
0.6485,21.332,1.4046,24349991.7613,50.0126,54.6836
0.6444,20.0908,1.4141,24851057.4407,50.2466,51.5751
0.661,25.4243,1.5818,24987793.0182,50.932,31.0216
0.6707,23.126,1.5774,4619005.5551,49.546,80.8223
0.6647,23.7727,1.497,4433122.596,49.8478,92.2571
0.6653,22.4092,1.5989,24955524.5732,50.8527,43.6271
0.6663,22.4131,1.4737,4337174.1888,48.7335,137.1003
0.641,25.363,1.4058,25137171.1302,50.1422,29.738
0.6483,22.2608,1.4256,25587344.669,50.2257,45.5763
0.6587,20.5073,1.6121,24692520.2125,50.2457,38.8536
0.6611,25.9031,1.4458,23637047.8567,50.1469,52.6854
0.6627,31.2922,1.4349,4637009.1668,47.7178,71.0116
0.6624,20.4995,1.5915,4322666.6612,47.6165,59.6253
0.6619,25.5209,1.5152,4411440.6078,47.3699,57.0613
0.6676,30.8795,1.4744,24319055.6042,50.6456,44.1971
0.6482,25.682,1.4398,24548492.4115,50.2428,32.7757
0.6537,28.6852,1.4464,24457394.8997,50.5118,31.3947
0.6698,20.0799,1.6619,25082344.1525,50.1869,49.2713
0.6599,29.0511,1.4665,25084616.4178,50.6441,35.7466
0.6423,25.8845,1.4005,24054561.2788,50.5123,30.994
0.6654,20.9123,1.5891,4667049.5278,48.1704,67.1469
0.6529,26.1309,1.4923,24904608.8144,50.5878,30.6843
0.6716,28.8464,1.5035,4484330.4738,47.5434,97.1771
0.6677,31.5926,1.519,4513752.4358,49.4313,54.0862
0.6464,21.7193,1.446,24081132.982,50.3627,42.5775
0.6564,20.5175,1.496,4575411.8083,48.7371,76.3222
0.6472,22.7616,1.4458,24634988.0986,50.8296,39.9724
0.6454,20.4983,1.5251,24285508.8739,50.1883,34.8259
0.6497,21.827,1.4139,4356186.8466,49.4064,78.6712
0.6621,31.7613,1.4159,4487882.7175,48.4162,79.1513
0.645,23.3712,1.4254,4475206.8085,49.7007,52.1521
0.6509,21.1457,1.5039,4463395.1217,48.2099,53.6774
0.6655,22.3399,1.4946,4444885.6913,48.9827,110.3177
0.652,26.791,1.4104,4363333.8778,47.7385,57.6515
0.6664,21.1402,1.5539,4273463.2594,49.5829,88.4713
0.6577,28.0292,1.4912,23786036.742,50.8862,32.5931
0.6554,21.7244,1.4676,24014594.6073,50.0905,53.5835
0.6569,24.1426,1.4728,4388933.5342,48.468,64.3962
0.6684,22.8039,1.546,4602115.8336,48.4218,87.0999
0.6692,25.6409,1.6117,23724875.3355,50.0313,36.6368
0.6567,22.2546,1.4441,4459144.5384,49.9553,92.1747
0.6502,21.0917,1.4118,4599396.837,47.7065,83.12
0.6494,23.0743,1.4155,4357259.6932,48.3075,66.8647
0.6553,26.9805,1.4138,4598769.8703,48.8286,68.3338
0.6729,26.518,1.5291,4461146.2835,47.7757,101.974
0.6531,27.6069,1.4016,24688469.3124,50.6902,39.6974
0.6645,31.5412,1.527,25061863.334,50.7209,28.4985
0.6532,22.1994,1.5026,23640379.1656,50.5954,42.0257
0.6601,28.3618,1.4466,24480430.7046,50.5109,41.6561
0.6588,31.0765,1.4456,4634182.8294,49.7922,52.6623
0.6666,23.4324,1.5134,4368611.6022,48.7884,93.9145
0.6649,27.0253,1.5483,25074773.2517,50.1481,35.5955
0.6608,24.1215,1.4449,25728460.6739,50.5482,58.53
0.6641,24.0105,1.4404,4648283.0682,48.8139,132.3307
0.6669,26.6608,1.5587,24805681.0406,50.1905,38.253
0.6615,20.8768,1.6155,24800823.072,50.057,40.41
0.6602,31.9266,1.4633,25374285.2593,50.4673,30.1817
0.667,20.6016,1.6784,25116913.6694,50.896,40.216
0.6681,29.7048,1.5763,25689335.0158,50.6846,29.9928
0.6661,30.3131,1.5033,4401669.673,48.8239,58.4162
0.6627,24.0703,1.5218,4310347.1723,49.0594,67.1726
0.6659,20.447,1.6795,24346993.4359,50.7113,39.3222
0.6617,30.0221,1.4922,24131686.9764,50.089,32.5284
0.6466,21.5997,1.472,24917799.989,50.0788,38.9107
0.6738,25.6806,1.5573,4425887.2816,49.9272,96.2016
0.6639,22.9246,1.4508,4459247.2074,47.2805,126.361
0.6545,20.4038,1.4902,24331191.4653,50.6578,54.3177
0.6717,27.3331,1.5137,4666587.9255,49.9249,103.6736
0.6552,24.0586,1.4744,25591793.4014,50.461,41.6088
0.6619,22.4903,1.5665,4412353.0652,49.2648,57.3443
0.6638,27.0129,1.5325,24080084.9195,50.6187,37.3319
0.6418,21.5176,1.4082,4664280.5151,49.397,58.0954
0.6632,29.1385,1.4587,4630668.42,47.1119,68.9566
0.6587,20.9291,1.5868,4261923.3237,47.953,50.5082
0.6642,21.8049,1.4487,4680584.4405,48.4095,147.9568
0.6615,21.1469,1.533,4532864.3069,47.4922,73.3306
0.6653,24.2178,1.5492,4435327.184,48.1794,63.026
0.666,29.3022,1.4728,4269286.4526,49.9142,81.7982
0.6631,24.2591,1.4874,24565890.3629,50.075,53.4702
0.6546,30.9696,1.4003,24369380.8217,50.882,34.07
0.6522,23.8497,1.474,25260482.4604,50.6596,38.3877
0.6602,25.5508,1.5054,25096410.5431,50.3562,39.6046
0.6684,28.7389,1.5375,4735242.0622,49.6239,59.4323
0.6696,24.7627,1.6388,25178031.6786,50.2228,35.2164
0.668,20.6767,1.5522,25171379.0876,50.9377,69.0932
0.6507,23.7507,1.4231,4485924.0051,47.4933,63.0311
0.6577,22.5137,1.5907,25155996.5251,50.0521,33.4609
0.6664,28.4354,1.5943,24424063.3739,50.1767,28.5199
0.6563,30.0664,1.438,23749431.1421,50.1228,32.9043
0.6565,27.878,1.4138,4383038.461,47.6989,67.7271
0.6608,26.7697,1.4328,4463917.5493,49.0418,88.4109
0.6639,23.5401,1.5997,24566565.4029,50.6385,37.382
0.6524,23.6953,1.4692,4097346.8734,49.453,56.4575
0.6679,25.5272,1.5875,4600636.916,48.0238,51.3408
0.6639,28.8348,1.549,25216625.5794,50.8863,30.3984
0.6565,30.3346,1.4227,25242339.0575,50.0205,33.7691
0.6696,27.8307,1.5774,4417294.8333,49.3082,52.348
0.6656,31.4998,1.4322,4331249.4422,49.9102,99.7938
0.6517,20.6897,1.547,23734268.5182,50.6401,39.1693
0.6663,30.1678,1.4483,4524222.855,48.0716,93.7285
0.669,23.4402,1.5304,24417501.9165,50.3524,62.0141
0.647,21.0487,1.5166,24249001.8797,50.2035,35.7391
0.6615,29.5105,1.4696,4514908.3294,47.0428,55.3611
0.6655,22.7696,1.5683,25295424.6889,50.7076,47.8272
0.6656,24.9484,1.4465,4358003.2556,48.5069,132.8871
0.6634,21.8741,1.5361,25013960.6741,50.0974,53.8275
0.6589,23.4689,1.5376,4524657.3076,49.3271,53.3554
0.6668,29.4217,1.4384,4424937.435,49.3692,119.8584
0.6628,24.1587,1.4721,24479144.8655,50.8723,58.0833
0.6488,25.1496,1.4247,24509713.0072,50.3191,37.0202
0.6641,22.2942,1.5382,4494077.6355,49.0123,76.0211
0.641,22.1248,1.4088,4344833.3631,48.6415,52.5266
0.6471,23.7507,1.4231,25414561.0244,50.1568,38.7895
0.6615,23.5723,1.4787,4239827.2021,47.1239,82.2086
0.6642,26.8599,1.5798,24022013.0591,50.0686,31.1835
0.6598,24.6457,1.5557,24695310.2396,50.8728,34.9623
0.6536,27.1731,1.4148,26556491.803,50.6581,38.4469
0.6489,20.0636,1.4508,4569414.7718,49.8365,73.8205
0.6631,20.3009,1.6054,24710288.3635,50.4248,47.3835
0.6646,25.5985,1.5362,24692706.7818,50.8912,42.1767
0.6585,26.3301,1.4913,4458253.2225,47.611,51.869
0.6675,26.9606,1.449,4321920.6914,48.1781,132.9868
0.6611,23.5344,1.564,24908407.4875,50.5522,38.5279
0.6507,29.9394,1.4203,24207279.1184,50.9691,29.0354
0.6579,26.1009,1.4961,4376703.889,48.8672,51.2143
0.6606,26.5765,1.4479,25559256.0377,50.2514,47.009
0.6557,23.8501,1.5408,25654031.3521,50.992,33.9727
0.6472,22.7111,1.4525,24014959.0849,50.3601,39.1275
0.6617,28.0669,1.5123,24876558.4225,50.462,34.1178
0.6693,24.9234,1.5995,4422843.2829,48.8939,55.3507
0.6623,27.0797,1.526,24977593.3312,50.1939,35.1961
0.6609,20.9443,1.5724,4654263.2239,47.3009,58.2421
0.6585,21.8631,1.5314,24391857.487,50.9316,46.8867
0.6738,30.6388,1.5399,4442724.5091,48.9371,77.0581
0.6552,22.1981,1.5311,4276613.3183,47.4745,50.2748
0.6557,20.7723,1.4744,4637262.1599,48.5455,81.0182
0.6571,22.8861,1.4143,4456913.6974,49.8831,109.5115
0.6674,24.3399,1.5018,4644622.2193,49.1251,99.9435
0.667,26.4967,1.5306,26152778.1631,50.4969,43.3376
0.661,22.2405,1.4658,4379830.7391,49.4257,102.7848
0.6547,20.3693,1.4605,23889409.4304,50.5027,61.6715
0.6582,22.3608,1.464,4278410.5806,47.048,82.8143
0.6527,21.8249,1.4603,4566249.789,48.8278,69.0303
0.6424,20.7691,1.4163,23688117.3912,50.3166,45.7527
0.6581,29.3868,1.4774,24792684.7057,50.9024,31.4362
0.6656,24.2386,1.5372,23511211.5686,50.0232,48.8355
0.6655,22.6258,1.4849,4416320.3109,49.7266,117.4791
0.6642,21.1475,1.4764,4650546.7622,49.7538,129.8789
0.6649,23.9945,1.5765,4362160.634,49.9018,55.8818
0.6652,20.9175,1.6294,4398933.5167,47.1453,52.7668
0.6661,28.0806,1.5044,24374323.1411,50.5804,42.9787
0.653,23.5722,1.5015,26137140.9961,50.1885,35.7261
0.6657,31.9853,1.454,25049185.029,50.0159,40.1413
0.6524,21.8302,1.4259,4123712.8002,47.9664,81.8346
0.6587,22.9873,1.5318,4434107.4453,49.2886,56.7993
0.6535,20.0959,1.5001,24339849.6266,50.5229,51.8617
0.661,28.9024,1.4874,4168576.5678,47.2535,50.601
0.6548,21.2639,1.5653,24130845.6951,50.3204,37.997
0.6601,26.4019,1.4033,4218654.0926,47.6336,108.3537
0.6582,23.0137,1.5234,4590523.1008,48.4035,56.7373
0.6641,20.7691,1.6202,25098648.4662,50.3268,44.0986
0.6662,22.562,1.56,24285647.8128,50.3012,52.0784
0.6594,25.2441,1.5084,23882142.1909,50.444,39.6827
0.6502,22.1981,1.5311,25497502.6952,50.1959,33.3258
0.6576,26.0114,1.5032,25227395.7679,50.6909,35.1498
0.6642,29.6033,1.5222,25239384.2993,50.8921,32.5877
0.6515,20.3935,1.5473,25345718.7756,50.099,38.8878
0.6649,26.0264,1.5019,4434350.3718,49.3389,74.4102
0.6518,20.9668,1.5383,24528185.3668,50.8427,39.3211
0.6547,22.5745,1.4465,24971144.3061,50.0816,51.8077
0.6705,24.9691,1.5896,4647630.9804,48.5965,61.8428
0.6515,24.5441,1.4269,4664216.2204,48.8153,61.65
0.66,26.6759,1.4583,24386361.9492,50.3404,44.3766
0.639,21.3721,1.4164,4333350.2984,48.4042,50.0704
0.6568,28.1902,1.4192,25697053.0749,50.7805,40.518
0.6633,28.904,1.4075,4678105.8275,49.8096,119.534
0.6527,28.7071,1.4565,25256348.4346,50.5485,28.7499
0.6621,23.5038,1.5797,24304676.4025,50.3353,37.8509
0.6657,28.8425,1.4562,4588920.8386,49.8637,93.1697
0.6583,21.6402,1.5042,4541332.901,47.7066,70.3367
0.6704,27.2769,1.4792,4394402.3624,49.8509,131.0522
0.646,21.827,1.4139,23706782.5953,50.9246,47.5835
0.6671,27.0959,1.5163,4373347.0276,47.2844,68.4336
0.6594,20.3975,1.6081,23951279.7856,50.8729,41.6373
0.6723,29.6521,1.4869,4194309.2239,48.7243,124.8434
0.6712,22.412,1.5456,4410439.8008,48.7945,111.106
0.6598,29.4634,1.4725,24019806.3537,50.3175,34.1917
0.6543,20.9462,1.5108,4574736.6305,47.2409,59.5682
0.6581,21.1967,1.542,25833872.1535,50.7523,46.0951
0.6591,29.5082,1.4689,23920801.1407,50.5757,33.81
0.6678,22.8287,1.5419,24820972.84,50.4446,58.5732
0.6563,27.4145,1.4106,4427537.34,49.0688,72.8314
0.6612,24.6084,1.5668,24438279.2633,50.2107,34.9466
0.6702,20.9556,1.6861,4141074.0356,49.1215,51.4405
0.654,24.6414,1.4643,4444889.5704,47.542,54.8711
0.66,23.9998,1.477,25017238.2883,50.9271,50.8403
0.6617,23.3053,1.524,4523111.9217,47.2557,63.64
0.6527,22.9768,1.505,25148530.3102,50.2055,37.223
0.6628,27.8364,1.4643,25731132.3679,50.2593,43.688
0.6693,27.3247,1.52,4427864.7461,47.9893,77.6928
0.6613,26.101,1.5061,23539165.0041,50.9068,41.0014
0.6585,25.8245,1.4844,4186045.5109,47.2781,56.0322
0.6526,23.2153,1.5288,24820629.7701,50.8463,33.8904
0.6676,25.4692,1.509,24895450.6618,50.5824,54.171
0.6653,27.2219,1.4409,4337070.853,48.3839,114.352
0.655,21.2261,1.5242,4650878.0931,48.8635,58.0241
0.6578,21.0049,1.4214,4446169.272,49.858,129.4274
0.665,23.9201,1.5103,23434630.7143,50.0774,55.1661
0.6671,20.5123,1.6666,4623988.9279,48.7146,51.1525
0.6577,30.5797,1.4081,24525373.7304,50.3496,37.9814
0.6698,27.2813,1.5331,4394416.377,47.0704,71.4797
0.6674,30.8718,1.4754,4150007.365,48.8582,79.5493
0.6585,28.6657,1.4681,24132119.6073,50.2891,34.7882
0.6661,21.2768,1.5247,25875616.6032,50.6741,66.7496
0.6609,26.0607,1.5574,23446594.6875,50.8004,32.7277
0.6717,23.2662,1.6093,4402545.5862,48.744,67.9317
0.6591,27.9792,1.415,4542370.5078,48.4173,80.7317
0.6643,30.2867,1.4284,4649011.4039,49.868,97.1245
0.6618,29.8992,1.456,25031036.6412,50.1459,38.0671
0.6733,27.7,1.5409,4426238.9946,49.2941,89.9816
0.6601,26.917,1.4702,4332400.7719,47.4483,61.7044
0.6726,25.1834,1.6024,4222388.8253,47.3272,62.1923
0.6608,26.8103,1.4328,24501505.7098,50.3285,50.8435
0.6577,26.3891,1.4656,4660733.0557,49.9807,60.3465
